,PlanId,StandardComponentId,BenefitName,Exclusions
120324,36194FL0330013-05,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120332,36194FL0330012-02,36194FL0330012,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120402,36194FL0330012-03,36194FL0330012,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120403,36194FL0330012-03,36194FL0330012,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120404,36194FL0330012-03,36194FL0330012,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120405,36194FL0330012-03,36194FL0330012,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120413,36194FL0330012-03,36194FL0330012,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120526,36194FL0330013-01,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120527,36194FL0330013-01,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120528,36194FL0330013-01,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120529,36194FL0330013-01,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120537,36194FL0330013-01,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120607,36194FL0330013-02,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120608,36194FL0330013-02,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120609,36194FL0330013-02,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120610,36194FL0330013-02,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120618,36194FL0330013-02,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120688,36194FL0330013-03,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120689,36194FL0330013-03,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120690,36194FL0330013-03,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120691,36194FL0330013-03,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120699,36194FL0330013-03,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120769,36194FL0330013-04,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120770,36194FL0330013-04,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120771,36194FL0330013-04,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120772,36194FL0330013-04,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120780,36194FL0330013-04,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120844,36194FL0330013-05,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120845,36194FL0330013-05,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120875,36194FL0330017-00,36194FL0330017,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120876,36194FL0330017-00,36194FL0330017,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120877,36194FL0330017-00,36194FL0330017,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120878,36194FL0330017-00,36194FL0330017,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120886,36194FL0330017-00,36194FL0330017,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120907,36194FL0330013-05,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
120977,36194FL0330013-06,36194FL0330013,Mental/Behavioral Health Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120978,36194FL0330013-06,36194FL0330013,Mental/Behavioral Health Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120979,36194FL0330013-06,36194FL0330013,Substance Abuse Disorder Outpatient Services,Any outpatient Services provided in a residential treatment Facility are excluded from Coverage.
120980,36194FL0330013-06,36194FL0330013,Substance Abuse Disorder Inpatient Services,Any inpatient Services provided in a residential treatment Facility are excluded from Coverage.
120988,36194FL0330013-06,36194FL0330013,Durable Medical Equipment,"Items that are primarily for convenience or comfort and items available over-the-counter are excluded. The replacement of equipment is also excluded, unless it is non-functional and not practically repairable."
